"","Location"
"6673","Virginia"
"6674","North Carolina"
"6675","Virginia"
"6676","Maryland"
"6677","North Carolina"
"6678","Massachusetts"
"6679","Foreign Countries"
"6680","South Carolina"
"6681","Massachusetts"
"6682","North Carolina"
"6683","Connecticut"
"6684","Texas"
"6685","North Carolina"
"6686","New York"
"6687","North Carolina"
"6688","Virginia"
"6689","New York"
"6690","Illinois"
"6691","North Carolina"
"6692","Virginia"
"6693","New York"
"6694","Pennsylvania"
"6695","North Carolina"
"6696","Virginia"
"6697","North Carolina"
"6698","Georgia"
"6699","North Carolina"
"6700","New Jersey"
"6701","New York"
"6702","North Carolina"
"6703","Virginia"
"6704","Pennsylvania"
"6705","Florida"
"6706","North Carolina"
"6707","Texas"
"6708","Massachusetts"
"6709","New York"
"6710","Pennsylvania"
"6711","New York"
"6712","North Carolina"
"6713","Virginia"
"6714","Pennsylvania"
"6715","New York"
"6716","North Carolina"
"6717","Maryland"
"6718","North Carolina"
"6719","Virginia"
"6720","New York"
"6721","North Carolina"
"6722","Wisconsin"
"6723","Pennsylvania"
"6724","New York"
"6725","New Jersey"
"6726","Maryland"
"6727","New Jersey"
"6728","New Hampshire"
"6729","Maryland"
"6730","North Carolina"
"6731","North Carolina"
"6732","Pennsylvania"
"6733","Massachusetts"
"6734","Foreign Countries"
"6735","Rhode Island"
"6736","North Carolina"
"6737","North Carolina"
"6738","North Carolina"
"6739","Georgia"
"6740","Maryland"
"6741","Foreign Countries"
"6742","North Carolina"
"6743","New Jersey"
"6744","North Carolina"
"6745","Idaho"
"6746","Maryland"
"6747","North Carolina"
"6748","North Carolina"
"6749","New York"
"6750","North Carolina"
"6751","New York"
"6752","North Carolina"
"6753","Connecticut"
"6754","Maryland"
"6755","California"
"6756","North Carolina"
"6757","South Carolina"
"6758","North Carolina"
"6759","New Jersey"
"6760","Massachusetts"
"6761","North Carolina"
"6762","Massachusetts"
"6763","Florida"
"6764","Massachusetts"
"6765","New Jersey"
"6766","Florida"
"6767","Massachusetts"
"6768","North Carolina"
"6769","North Carolina"
"6770","North Carolina"
"6771","Massachusetts"
"6772","Maryland"
"6773","Foreign Countries"
"6774","Pennsylvania"
"6775","Virginia"
"6776","North Carolina"
"6777","Massachusetts"
"6778","New Jersey"
"6779","North Carolina"
"6780","New Jersey"
"6781","North Carolina"
"6782","North Carolina"
"6783","North Carolina"
"6784","New York"
"6785","Illinois"
"6786","North Carolina"
"6787","North Carolina"
"6788","Pennsylvania"
"6789","New Hampshire"
"6790","North Carolina"
"6791","North Carolina"
"6792","Maryland"
"6793","Connecticut"
"6794","Maryland"
"6795","North Carolina"
"6796","South Carolina"
"6797","Ohio"
"6798","Kentucky"
"6799","North Carolina"
"6800","North Carolina"
"6801","New Jersey"
"6802","West Virginia"
"6803","Massachusetts"
"6804","North Carolina"
"6805","Florida"
"6806","Iowa"
"6807","New York"
"6808","Massachusetts"
"6809","Connecticut"
"6810","Virginia"
"6811","North Carolina"
"6812","Maryland"
"6813","New Jersey"
"6814","North Carolina"
"6815","Ohio"
"6816","Maine"
"6817","North Carolina"
"6818","North Carolina"
"6819","Maryland"
"6820","Massachusetts"
"6821","Georgia"
"6822","Massachusetts"
"6823","Massachusetts"
"6824","Missouri"
"6825","North Carolina"
"6826","New York"
"6827","North Carolina"
"6828","New Jersey"
"6829","North Carolina"
"6830","Georgia"
"6831","Pennsylvania"
"6832","Virginia"
"6833","New York"
"6834","Arizona"
"6835","Florida"
"6836","Maryland"
"6837","Maryland"
"6838","Virginia"
"6839","New Jersey"
"6840","North Carolina"
"6841","Connecticut"
"6842","North Carolina"
"6843","New Hampshire"
"6844","Maryland"
"6845","Pennsylvania"
"6846","North Carolina"
"6847","Massachusetts"
"6848","North Carolina"
"6849","Massachusetts"
"6850","Massachusetts"
"6851","New Jersey"
"6852","North Carolina"
"6853","Missouri"
"6854","New York"
"6855","Massachusetts"
"6856","North Carolina"
"6857","New Jersey"
"6858","Florida"
"6859","Illinois"
"6860","Maryland"
"6861","New Jersey"
"6862","New Jersey"
"6863","Connecticut"
"6864","North Carolina"
"6865","North Carolina"
"6866","North Carolina"
"6867","North Carolina"
"6868","Pennsylvania"
"6869","Massachusetts"
"6870","Virginia"
"6871","Connecticut"
"6872","Virginia"
"6873","New Jersey"
"6874","North Carolina"
"6875","Illinois"
"6876","Massachusetts"
"6877","New York"
"6878","North Carolina"
"6879","Connecticut"
"6880","Pennsylvania"
"6881","Maryland"
"6882","Georgia"
"6883","New York"
"6884","North Carolina"
"6885","Florida"
"6886","North Carolina"
"6887","New York"
"6888","Connecticut"
"6889","New Jersey"
"6890","Georgia"
"6891","Ohio"
"6892","Vermont"
"6893","Foreign Countries"
"6894","New York"
"6895","Georgia"
"6896","Washington"
"6897","Connecticut"
"6898","North Carolina"
"6899","North Carolina"
"6900","Missouri"
"6901","Maryland"
"6902","Tennessee"
"6903","Virginia"
"6904","North Carolina"
"6905","Virginia"
"6906","Massachusetts"
"6907","New York"
"6908","North Carolina"
"6909","Connecticut"
"6910","North Carolina"
"6911","North Carolina"
"6912","Virginia"
"6913","New Jersey"
"6914","New Jersey"
"6915","North Carolina"
"6916","Michigan"
"6917","New York"
"6918","Florida"
"6919","Rhode Island"
"6920","New Jersey"
"6921","Massachusetts"
"6922","New York"
"6923","California"
"6924","Virginia"
"6925","Missouri"
"6926","Massachusetts"
"6927","Illinois"
"6928","Pennsylvania"
"6929","North Carolina"
"6930","Colorado"
"6931","Maryland"
"6932","Illinois"
"6933","North Carolina"
"6934","District Of Columbia"
"6935","North Carolina"
"6936","Tennessee"
"6937","Pennsylvania"
"6938","North Carolina"
"6939","Pennsylvania"
"6940","North Carolina"
"6941","Maryland"
"6942","Delaware"
"6943","Virginia"
"6944","North Carolina"
"6945","Massachusetts"
"6946","Massachusetts"
"6947","New Hampshire"
"6948","California"
"6949","Massachusetts"
"6950","New York"
"6951","Massachusetts"
"6952","North Carolina"
"6953","New Jersey"
"6954","Indiana"
"6955","North Carolina"
"6956","Pennsylvania"
"6957","North Carolina"
"6958","Florida"
"6959","New York"
"6960","Virginia"
"6961","Maryland"
"6962","Virginia"
"6963","New York"
"6964","Pennsylvania"
"6965","Illinois"
"6966","North Carolina"
"6967","Massachusetts"
"6968","Florida"
"6969","Other"
"6970","North Carolina"
"6971","Connecticut"
"6972","New York"
"6973","North Carolina"
"6974","Arizona"
"6975","Texas"
"6976","North Carolina"
"6977","Massachusetts"
"6978","North Carolina"
"6979","California"
"6980","North Carolina"
"6981","New Jersey"
"6982","North Carolina"
"6983","Georgia"
"6984","Foreign Countries"
"6985","Georgia"
"6986","Maryland"
"6987","North Carolina"
"6988","Colorado"
"6989","North Carolina"
"6990","Wyoming"
"6991","Virginia"
"6992","New York"
"6993","Maryland"
"6994","Illinois"
"6995","Michigan"
"6996","Minnesota"
"6997","North Carolina"
"6998","Massachusetts"
"6999","New Jersey"
"7000","North Carolina"
"7001","Massachusetts"
"7002","North Carolina"
"7003","North Carolina"
"7004","North Carolina"
"7005","New Hampshire"
"7006","North Carolina"
"7007","Pennsylvania"
"7008","New York"
"7009","Georgia"
"7010","Virginia"
"7011","North Carolina"
"7012","Virginia"
"7013","North Carolina"
"7014","North Carolina"
"7015","New Jersey"
"7016","Pennsylvania"
"7017","Massachusetts"
"7018","New Jersey"
"7019","Illinois"
"7020","Ohio"
"7021","Ohio"
"7022","North Carolina"
"7023","North Carolina"
"7024","Delaware"
"7025","Massachusetts"
"7026","Foreign Countries"
"7027","New Jersey"
"7028","Massachusetts"
"7029","California"
"7030","Texas"
"7031","Illinois"
"7032","North Carolina"
"7033","Massachusetts"
"7034","New York"
"7035","North Carolina"
"7036","North Carolina"
"7037","North Carolina"
"7038","North Carolina"
"7039","Connecticut"
"7040","North Carolina"
"7041","South Carolina"
"7042","Massachusetts"
"7043","Massachusetts"
"7044","Connecticut"
"7045","North Carolina"
"7046","Virginia"
"7047","Pennsylvania"
"7048","North Carolina"
"7049","New York"
"7050","Maryland"
"7051","Oregon"
"7052","North Carolina"
"7053","Georgia"
"7054","California"
"7055","North Carolina"
"7056","Massachusetts"
"7057","Connecticut"
"7058","Virginia"
"7059","Massachusetts"
"7060","North Carolina"
"7061","Georgia"
"7062","North Carolina"
"7063","Illinois"
"7064","Connecticut"
"7065","Virginia"
"7066","North Carolina"
"7067","New York"
"7068","North Carolina"
"7069","Illinois"
"7070","North Carolina"
